target_id	length	eff_length	est_counts	tpm
h1SMcT0023044.1	938	739	4	0.114327
h1SMnT0035429.1	433	234	26.2766	2.37185
h1SMnT0035428.2	1171	972	20.3203	0.441568
h1SMnT0035430.1	225	36.3941	0	0
h1SMcT0022937.1	1148	949	0	0
h1SMnT0035345.1	487	288	0	0
h1SMcT0022992.1	5186	4987	7.54738	0.0319662
h1SMnT0035168.1	667	468	0	0
h1SMnT0035169.1	682	483	0	0
h1SMnT0035364.1	3295	3096	0.269655	0.00183968
h1SMnT0035365.1	822	623	0	0
h1SMnT0035366.1	3294	3095	141.119	0.963073
h1SMnT0035367.1	2210	2011	0	0
h1SMnT0035368.1	649	450	0	0
h1SMnT0035369.1	3295	3096	88.1896	0.60166
h1SMnT0035370.1	1798	1599	0	0
h1SMcT0023064.1	649	450	23.8388	1.11894
h1SMcT0022911.1	964	765	157.822	4.35754
h1SMcT0022912.1	1707	1508	0.000100289	1.40471e-06
h1SMnT0035348.1	2018	1819	131.672	1.52895
h1SMcT0022995.1	1592	1393	0.0669139	0.00101461
h1SMnT0035349.1	581	382	6.18437	0.341953
h1SMnT0035350.1	437	238	9.0914	0.806842
h1SMnT0035351.1	251	54.8653	0	0
h1SMnT0035439.1	173	16.9784	0	0
h1SMcT0023009.1	1809	1610	183.603	2.40873
h1SMnT0035408.1	676	477	0	0
h1SMnT0035149.1	469	270	0	0
h1SMcT0022739.1	1385	1186	0	0
h1SMcT0022740.2	1315	1116	196	3.70959
h1SMnT0035008.1	217	32.019	0	0
h1SMnT0035009.1	403	204	2	0.207078
h1SMnT0035304.1	214	30.5332	0	0
h1SMcT0023054.1	1130	931	0	0
h1SMcT0023055.1	5046	4847	69.3345	0.302142
h1SMcT0022976.1	1057	858	0	0
h1SMnT0035249.1	307	108.019	0	0
h1SMnT0035250.1	410	211	9331	934.072
h1SMnT0035251.1	2625	2426	8.13337	0.0708132
h1SMcT0022931.1	1208	1009	0	0
h1SMnT0035252.1	344	145	0	0
h1SMnT0035253.1	459	260	0	0
h1SMcT0022932.1	1030	831	646	16.4197
h1SMnT0035254.1	593	394	2	0.107218
h1SMcT0022933.2	2471	2272	1121.67	10.4278
h1SMnT0035255.1	3386	3187	86.1509	0.570968
h1SMnT0035204.1	222	34.6815	0	0
h1SMnT0035205.1	1081	882	3	0.0718435
h1SMnT0035206.1	369	170	0	0
h1SMcT0022885.2	2036	1837	12.6452	0.145396
h1SMcT0022886.1	479	280	0	0
h1SMnT0035137.1	1237	1038	0	0
h1SMnT0035138.1	362	163	0	0
h1SMnT0035139.1	2159	1960	0.00425223	4.58242e-05
h1SMnT0035140.1	538	339	0.000204978	1.27715e-05
h1SMnT0035141.1	3293	3094	0.454443	0.00310237
h1SMnT0035142.1	363	164	102.695	13.2263
h1SMnT0035173.1	1063	864	0	0
h1SMnT0035174.1	867	668	1598.83	50.5546
h1SMnT0035175.1	3291	3092	0.246791	0.00168587
h1SMnT0035176.1	363	164	102.695	13.2263
h1SMnT0035177.1	2432	2233	0	0
h1SMcT0022892.1	2757	2558	968.28	7.99531
h1SMcT0022664.1	1587	1388	16.8369	0.256216
h1SMnT0034919.1	1713	1514	14.2942	0.19942
h1SMcT0022665.1	9704	9505	0	0
h1SMcT0022666.1	7223	7024	9.34096	0.0280894
h1SMcT0022667.1	10811	10612	24.3071	0.0483806
h1SMnT0035274.2	204	26.1481	0	0
h1SMcT0022950.1	1132	933	22.9313	0.519136
h1SMnT0035104.1	1776	1577	724.739	9.70699
h1SMnT0035105.1	369	170	6.79009e-05	8.43647e-06
h1SMnT0035106.1	677	478	13.0421	0.576305
h1SMcT0022811.1	4196	3997	1.52845	0.00807703
h1SMnT0035107.1	906	707	109.509	3.27163
h1SMcT0022812.1	3862	3663	0	0
h1SMnT0035108.1	942	743	40.5744	1.15345
h1SMnT0035109.1	1235	1036	0	0
h1SMnT0035110.1	557	358	0	0
h1SMnT0035167.1	426	227	55.8938	5.20082
h1SMcT0022861.1	1552	1353	79.1811	1.23611
h1SMcT0023025.1	1272	1073	55.4163	1.09087
h1SMnT0035154.1	904	705	1	0.0299603
h1SMcT0022833.1	1591	1392	465.257	7.05973
h1SMcT0022893.1	2162	1963	0	0
h1SMcT0022736.1	505	306	1.26829	0.0875453
h1SMcT0022737.1	1029	830	108	2.7484
h1SMcT0022738.1	1350	1151	12	0.220212
h1SMnT0035322.1	217	32.019	0	0
h1SMnT0035323.1	735	536	4.80359	0.189294
h1SMnT0035324.2	335	136	80.4653	12.4969
h1SMnT0035227.1	1397	1198	0	0
h1SMcT0022909.1	874	675	3.0011	0.0939098
h1SMnT0035228.1	568	369	772.717	44.2312
h1SMnT0035229.1	524	325	1	0.0649907
h1SMcT0023038.1	2979	2780	1502.31	11.4143
h1SMnT0035422.1	134	11.1029	0	0
h1SMcT0023039.2	1098	899	67.169	1.57813
h1SMnT0035423.1	937	738	45.8641	1.31266
h1SMnT0035424.1	2291	2092	71	0.716855
h1SMcT0023051.1	1760	1561	1	0.0135311
h1SMnT0035447.1	696	497	14.5681	0.619129
h1SMnT0035467.1	305	106.025	0	0
h1SMcT0022957.1	540	341	16.4544	1.01921
h1SMcT0022958.1	458	259	103.431	8.43503
h1SMcT0022975.1	1214	1015	0	0
h1SMnT0035371.1	220	33.5881	0	0
h1SMnT0035222.1	841	642	6	0.197402
h1SMcT0022906.1	785	586	0	0
h1SMnT0034950.1	246	50.8321	0	0
h1SMnT0035278.1	532	333	0	0
h1SMnT0035279.1	127	10.4162	0	0
h1SMcT0022952.1	2293	2094	75.7272	0.763853
h1SMnT0035280.1	972	773	3	0.081974
h1SMnT0035281.1	1330	1131	12.4304	0.232145
h1SMcT0022934.1	19276	19077	502.397	0.556252
h1SMcT0022898.1	1257	1058	0	0
h1SMcT0022899.1	1154	955	0	0
h1SMcT0022900.1	2875	2676	2.87191	0.0226683
h1SMcT0022901.1	1798	1599	0.000119893	1.58373e-06
h1SMnT0035418.1	379	180	0	0
h1SMnT0035419.1	572	373	0	0
h1SMcT0023037.1	4734	4535	123.524	0.575321
h1SMnT0035420.1	226	36.9844	0	0
h1SMnT0035096.1	559	360	0	0
h1SMcT0022872.1	985	786	0	0
h1SMcT0022814.1	2646	2447	0	0
h1SMcT0022815.1	2022	1823	10.2958	0.119292
h1SMcT0022816.1	3124	2925	0	0
h1SMcT0022656.1	6668	6469	41.5689	0.135727
h1SMnT0034905.1	1057	858	22.4639	0.553008
h1SMcT0022657.2	3525	3326	160.17	1.01717
h1SMnT0034906.1	553	354	1.72698	0.103043
h1SMnT0034907.1	1610	1411	118.488	1.7737
h1SMnT0034908.1	674	475	21.9379	0.975521
h1SMnT0034909.1	344	145	6.53841	0.952442
h1SMnT0034910.1	874	675	39.7016	1.24233
h1SMcT0022658.1	895	696	81.1352	2.46226
h1SMnT0035333.1	518	319	0	0
h1SMcT0022983.2	1765	1566	452.052	6.09722
h1SMnT0035334.1	355	156	0	0
h1SMnT0035335.1	347	148	0	0
h1SMcT0022982.1	1733	1534	250.404	3.44786
h1SMnT0035165.1	414	215	0	0
h1SMnT0035166.1	311	112.012	0	0
h1SMcT0022650.1	3691	3492	0	0
h1SMcT0022651.1	3742	3543	0	0
h1SMnT0034903.1	1789	1590	0	0
h1SMcT0022652.1	16757	16558	10.8307	0.013816
h1SMcT0022653.1	7978	7779	17.9568	0.0487573
h1SMnT0034904.1	2408	2209	0	0
h1SMcT0022643.1	1273	1074	235.003	4.62172
h1SMcT0022644.1	746	547	0.171607	0.00662647
h1SMcT0022645.1	752	553	0	0
h1SMcT0022646.1	812	613	0	0
h1SMcT0022878.1	3135	2936	119.431	0.859199
h1SMnT0035197.1	681	482	3.91826	0.171704
h1SMcT0022879.1	645	446	0	0
h1SMcT0022880.1	1003	804	208.96	5.48961
h1SMnT0035198.1	3014	2815	80	0.600269
h1SMcT0022974.1	15547	15348	1161.49	1.59845
h1SMnT0035321.1	630	431	0	0
h1SMnT0035305.1	1121	922	4.59514e-06	1.05269e-07
h1SMnT0035306.1	1778	1579	274.218	3.66816
h1SMnT0035307.1	531	332	0	0
h1SMnT0035308.1	1309	1110	4793.71	91.2185
h1SMnT0035309.1	1106	907	0	0
h1SMnT0035310.1	1917	1718	423.892	5.21154
h1SMnT0035311.1	1033	834	0	0
h1SMnT0035312.1	3291	3092	0.246791	0.00168587
h1SMnT0035313.1	363	164	102.695	13.2263
h1SMnT0035314.1	3292	3093	0.345604	0.00236012
h1SMnT0035315.1	1694	1495	2002.43	28.2912
h1SMnT0035316.1	2161	1962	3235.77	34.8348
h1SMcT0022894.1	1956	1757	939.379	11.2929
h1SMnT0035285.1	673	474	0	0
h1SMnT0035286.1	153	13.4437	0	0
h1SMnT0035287.1	556	357	1.99628	0.11811
h1SMnT0035288.1	558	359	0.00372143	0.000218952
h1SMnT0035289.4	2122	1923	23.2435	0.255303
h1SMcT0022955.1	8642	8443	39.7947	0.0995551
