target_id	length	eff_length	est_counts	tpm
h1SMcT0023044.1	938	739	3.83148	0.130643
h1SMnT0035429.1	433	234	16.6008	1.78762
h1SMnT0035428.2	1171	972	16.1751	0.41932
h1SMnT0035430.1	225	36.3941	0	0
h1SMcT0022937.1	1148	949	0	0
h1SMnT0035345.1	487	288	1	0.0874926
h1SMcT0022992.1	5186	4987	4.25443	0.0214964
h1SMnT0035168.1	667	468	0	0
h1SMnT0035169.1	682	483	0	0
h1SMnT0035364.1	3295	3096	1.53403	0.0124852
h1SMnT0035365.1	822	623	0	0
h1SMnT0035366.1	3294	3095	221.475	1.80313
h1SMnT0035367.1	2210	2011	0	0
h1SMnT0035368.1	649	450	0	0
h1SMnT0035369.1	3295	3096	2.54884e-08	2.07446e-10
h1SMnT0035370.1	1798	1599	0	0
h1SMcT0023064.1	649	450	9.20469	0.515419
h1SMcT0022911.1	964	765	185.705	6.11683
h1SMcT0022912.1	1707	1508	6.40305e-06	1.06991e-07
h1SMnT0035348.1	2018	1819	85.2249	1.18059
h1SMcT0022995.1	1592	1393	53.289	0.96394
h1SMnT0035349.1	581	382	8.79536	0.580168
h1SMnT0035350.1	437	238	0	0
h1SMnT0035351.1	251	54.8653	0	0
h1SMnT0035439.1	173	16.9784	0	0
h1SMcT0023009.1	1809	1610	3.62379	0.0567154
h1SMnT0035408.1	676	477	1.31257	0.0693373
h1SMnT0035149.1	469	270	0	0
h1SMcT0022739.1	1385	1186	0	0
h1SMcT0022740.2	1315	1116	72.0769	1.62741
h1SMnT0035008.1	217	32.019	0	0
h1SMnT0035009.1	403	204	0	0
h1SMnT0035304.1	214	30.5332	0	0
h1SMcT0023054.1	1130	931	0.165936	0.00449111
h1SMcT0023055.1	5046	4847	43.1179	0.224155
h1SMcT0022976.1	1057	858	0	0
h1SMnT0035249.1	307	108.019	0	0
h1SMnT0035250.1	410	211	7882	941.278
h1SMnT0035251.1	2625	2426	0	0
h1SMcT0022931.1	1208	1009	0	0
h1SMnT0035252.1	344	145	0	0
h1SMnT0035253.1	459	260	0	0
h1SMcT0022932.1	1030	831	554	16.7986
h1SMnT0035254.1	593	394	0	0
h1SMcT0022933.2	2471	2272	964.896	10.7013
h1SMnT0035255.1	3386	3187	66.9287	0.529169
h1SMnT0035204.1	222	34.6815	0	0
h1SMnT0035205.1	1081	882	0	0
h1SMnT0035206.1	369	170	0	0
h1SMcT0022885.2	2036	1837	14.5945	0.200191
h1SMcT0022886.1	479	280	0	0
h1SMnT0035137.1	1237	1038	0	0
h1SMnT0035138.1	362	163	0	0
h1SMnT0035139.1	2159	1960	33.2564	0.427546
h1SMnT0035140.1	538	339	0	0
h1SMnT0035141.1	3293	3094	2.72567	0.0221981
h1SMnT0035142.1	363	164	43.0308	6.61149
h1SMnT0035173.1	1063	864	0	0
h1SMnT0035174.1	867	668	911.972	34.4008
h1SMnT0035175.1	3291	3092	0.87466	0.00712793
h1SMnT0035176.1	363	164	43.0308	6.61149
h1SMnT0035177.1	2432	2233	0	0
h1SMcT0022892.1	2757	2558	645.433	6.35791
h1SMcT0022664.1	1587	1388	7.22533	0.131169
h1SMnT0034919.1	1713	1514	21.5827	0.359206
h1SMcT0022665.1	9704	9505	18.4176	0.0488254
h1SMcT0022666.1	7223	7024	0	0
h1SMcT0022667.1	10811	10612	6.13127	0.0145585
h1SMnT0035274.2	204	26.1481	0	0
h1SMcT0022950.1	1132	933	28.9441	0.781703
h1SMnT0035104.1	1776	1577	511.838	8.17833
h1SMnT0035105.1	369	170	4.34937e-08	6.44676e-09
h1SMnT0035106.1	677	478	1.79188	0.0944592
h1SMcT0022811.1	4196	3997	2.56326	0.0161593
h1SMnT0035107.1	906	707	110.544	3.93985
h1SMcT0022812.1	3862	3663	0	0
h1SMnT0035108.1	942	743	38.3645	1.30108
h1SMnT0035109.1	1235	1036	0	0
h1SMnT0035110.1	557	358	0	0
h1SMnT0035167.1	426	227	58.019	6.44033
h1SMcT0022861.1	1552	1353	62.6834	1.1674
h1SMcT0023025.1	1272	1073	40.6843	0.955413
h1SMnT0035154.1	904	705	1.24734	0.0445821
h1SMcT0022833.1	1591	1392	286.054	5.17812
h1SMcT0022893.1	2162	1963	1.22415	0.0157137
h1SMcT0022736.1	505	306	6	0.494076
h1SMcT0022737.1	1029	830	68	2.0644
h1SMcT0022738.1	1350	1151	8	0.175137
h1SMnT0035322.1	217	32.019	0	0
h1SMnT0035323.1	735	536	0	0
h1SMnT0035324.2	335	136	73.9316	13.6979
h1SMnT0035227.1	1397	1198	0	0
h1SMcT0022909.1	874	675	2.3189	0.0865647
h1SMnT0035228.1	568	369	749.806	51.2019
h1SMnT0035229.1	524	325	3	0.232596
h1SMcT0023038.1	2979	2780	1206.6	10.9366
h1SMnT0035422.1	134	11.1029	0	0
h1SMcT0023039.2	1098	899	51.2598	1.43675
h1SMnT0035423.1	937	738	30	1.0243
h1SMnT0035424.1	2291	2092	37	0.44566
h1SMcT0023051.1	1760	1561	0	0
h1SMnT0035447.1	696	497	0	0
h1SMnT0035467.1	305	106.025	0	0
h1SMcT0022957.1	540	341	14.854	1.09762
h1SMcT0022958.1	458	259	40.2459	3.91548
h1SMcT0022975.1	1214	1015	0	0
