target_id	length	eff_length	est_counts	tpm
h1SMcT0023044.1	938	759.089	0	0
h1SMnT0035429.1	433	255.875	6	4.53105
h1SMnT0035428.2	1171	992.069	4.37307	0.851764
h1SMnT0035430.1	225	69.0124	0	0
h1SMcT0022937.1	1148	969.069	0	0
h1SMnT0035345.1	487	308.998	0	0
h1SMcT0022992.1	5186	5007.07	0	0
h1SMnT0035168.1	667	488.247	0	0
h1SMnT0035169.1	682	503.222	0	0
h1SMnT0035364.1	3295	3116.07	0	0
h1SMnT0035365.1	822	643.123	0	0
h1SMnT0035366.1	3294	3115.07	8.35099	0.518019
h1SMnT0035367.1	2210	2031.07	31.8455	3.02969
h1SMnT0035368.1	649	470.259	0	0
h1SMnT0035369.1	3295	3116.07	0	0
h1SMnT0035370.1	1798	1619.07	14.3162	1.70858
h1SMcT0023064.1	649	470.259	2.02355	0.831482
h1SMcT0022911.1	964	785.089	20.1164	4.95115
h1SMcT0022912.1	1707	1528.07	28.71	3.63049
h1SMnT0035348.1	2018	1839.07	29.053	3.05259
h1SMcT0022995.1	1592	1413.07	0.252239	0.0344925
h1SMnT0035349.1	581	402.376	1.97226	0.947123
h1SMnT0035350.1	437	259.784	4.26108	3.16944
h1SMnT0035351.1	251	89.2553	0	0
h1SMnT0035439.1	173	33.9386	0	0
h1SMcT0023009.1	1809	1630.07	0.771602	0.0914666
h1SMnT0035408.1	676	497.222	0	0
h1SMnT0035149.1	469	291.206	0	0
h1SMcT0022739.1	1385	1206.07	0	0
h1SMcT0022740.2	1315	1136.07	21	3.57182
h1SMnT0035008.1	217	62.9663	0	0
h1SMnT0035009.1	403	226.674	0	0
h1SMnT0035304.1	214	60.8306	0	0
h1SMcT0023054.1	1130	951.069	0	0
h1SMcT0023055.1	5046	4867.07	29.8676	1.18579
h1SMcT0022976.1	1057	878.069	0	0
h1SMnT0035249.1	307	136.971	0	0
h1SMnT0035250.1	410	233.425	2612	2162.23
h1SMnT0035251.1	2625	2446.07	0	0
h1SMcT0022931.1	1208	1029.07	0	0
h1SMnT0035252.1	344	170.503	0	0
h1SMnT0035253.1	459	281.371	0	0
h1SMcT0022932.1	1030	851.069	70	15.8931
h1SMnT0035254.1	593	414.345	0	0
h1SMcT0022933.2	2471	2292.07	183.451	15.4656
h1SMnT0035255.1	3386	3207.07	19.1994	1.15679
h1SMnT0035204.1	222	66.7488	0	0
h1SMnT0035205.1	1081	902.069	0	0
h1SMnT0035206.1	369	194.037	0	0
h1SMcT0022885.2	2036	1857.07	2.22524	0.231539
h1SMcT0022886.1	479	301.051	0	0
h1SMnT0035137.1	1237	1058.07	0	0
h1SMnT0035138.1	362	187.452	0	0
h1SMnT0035139.1	2159	1980.07	1.79561e-06	1.75229e-07
h1SMnT0035140.1	538	359.545	6.21186	3.33844
h1SMnT0035141.1	3293	3114.07	0	0
h1SMnT0035142.1	363	188.375	80.2551	82.3234
h1SMnT0035173.1	1063	884.069	0	0
h1SMnT0035174.1	867	688.089	1448.04	406.642
h1SMnT0035175.1	3291	3112.07	0	0
h1SMnT0035176.1	363	188.375	80.2551	82.3234
h1SMnT0035177.1	2432	2253.07	84.2001	7.22126
h1SMcT0022892.1	2757	2578.07	187.824	14.0777
h1SMcT0022664.1	1587	1408.07	0	0
h1SMnT0034919.1	1713	1534.07	5.47424	0.689531
h1SMcT0022665.1	9704	9525.07	2.74117	0.0556088
h1SMcT0022666.1	7223	7044.07	0	0
h1SMcT0022667.1	10811	10632.1	0	0
h1SMnT0035274.2	204	53.7282	0	0
h1SMcT0022950.1	1132	953.069	0	0
h1SMnT0035104.1	1776	1597.07	1423.01	172.171
h1SMnT0035105.1	369	194.037	0	0
h1SMnT0035106.1	677	498.222	3.62618	1.40637
h1SMcT0022811.1	4196	4017.07	7.08182	0.340652
h1SMnT0035107.1	906	727.089	41.1867	10.9457
h1SMcT0022812.1	3862	3683.07	0	0
h1SMnT0035108.1	942	763.089	14.9081	3.77505
h1SMnT0035109.1	1235	1056.07	0	0
h1SMnT0035110.1	557	378.444	0.300333	0.153348
h1SMnT0035167.1	426	249.02	4	3.10385
h1SMcT0022861.1	1552	1373.07	6	0.844373
h1SMcT0023025.1	1272	1093.07	39.1089	6.91358
h1SMnT0035154.1	904	725.089	0	0
h1SMcT0022833.1	1591	1412.07	40.5392	5.54746
h1SMcT0022893.1	2162	1983.07	2	0.19488
h1SMcT0022736.1	505	326.776	2	1.18265
h1SMcT0022737.1	1029	850.069	10	2.27311
h1SMcT0022738.1	1350	1171.07	5	0.825017
h1SMnT0035322.1	217	62.9663	0	0
h1SMnT0035323.1	735	556.183	0	0
h1SMnT0035324.2	335	162.225	16.0185	19.0799
h1SMnT0035227.1	1397	1218.07	0	0
h1SMcT0022909.1	874	695.089	1.41533	0.393453
h1SMnT0035228.1	568	389.396	27.8605	13.8252
h1SMnT0035229.1	524	345.642	0	0
h1SMcT0023038.1	2979	2800.07	235.285	16.2368
h1SMnT0035422.1	134	16.1758	0	0
h1SMcT0023039.2	1098	919.069	15.3548	3.22829
h1SMnT0035423.1	937	758.089	12	3.0587
h1SMnT0035424.1	2291	2112.07	17	1.55531
h1SMcT0023051.1	1760	1581.07	0	0
h1SMnT0035447.1	696	517.196	3.81357e-08	1.42479e-08
h1SMnT0035467.1	305	135.241	0	0
h1SMcT0022957.1	540	361.536	3	1.60341
h1SMcT0022958.1	458	280.371	19.3772	13.3547
h1SMcT0022975.1	1214	1035.07	0	0
h1SMnT0035371.1	220	65.228	0	0
h1SMnT0035222.1	841	662.123	0	0
h1SMcT0022906.1	785	606.154	0	0
h1SMnT0034950.1	246	85.2874	0	0
h1SMnT0035278.1	532	353.589	0	0
h1SMnT0035279.1	127	13.9594	0	0
h1SMcT0022952.1	2293	2114.07	15.6429	1.42979
h1SMnT0035280.1	972	793.089	4	0.974571
h1SMnT0035281.1	1330	1151.07	5.76292	0.967423
h1SMcT0022934.1	19276	19097.1	159.587	1.61475
h1SMcT0022898.1	1257	1078.07	0	0
h1SMcT0022899.1	1154	975.069	0	0
h1SMcT0022900.1	2875	2696.07	0	0
h1SMcT0022901.1	1798	1619.07	7.27863e-05	8.6868e-06
h1SMnT0035418.1	379	203.589	0	0
h1SMnT0035419.1	572	393.386	0	0
h1SMcT0023037.1	4734	4555.07	19.4367	0.824522
h1SMnT0035420.1	226	69.7696	1	2.76955
h1SMnT0035096.1	559	380.425	2.13212	1.08297
h1SMcT0022872.1	985	806.069	0	0
h1SMcT0022814.1	2646	2467.07	0	0
h1SMcT0022815.1	2022	1843.07	1	0.104842
h1SMcT0022816.1	3124	2945.07	0	0
h1SMcT0022656.1	6668	6489.07	11.2529	0.335088
h1SMnT0034905.1	1057	878.069	1.37085	0.301674
h1SMcT0022657.2	3525	3346.07	80.5639	4.65244
h1SMnT0034906.1	553	374.453	1	0.516034
h1SMnT0034907.1	1610	1431.07	7.43293	1.00363
h1SMnT0034908.1	674	495.234	12.6616	4.94028
h1SMnT0034909.1	344	170.503	0	0
h1SMnT0034910.1	874	695.089	12.0049	3.33728
h1SMcT0022658.1	895	716.089	0	0
h1SMnT0035333.1	518	339.676	0	0
h1SMcT0022983.2	1765	1586.07	51.6706	6.29501
h1SMnT0035334.1	355	180.821	0	0
h1SMnT0035335.1	347	173.283	0	0
h1SMcT0022982.1	1733	1554.07	0	0
h1SMnT0035165.1	414	237.289	0	0
h1SMnT0035166.1	311	140.591	0	0
h1SMcT0022650.1	3691	3512.07	0	0
h1SMcT0022651.1	3742	3563.07	0	0
h1SMnT0034903.1	1789	1610.07	0	0
h1SMcT0022652.1	16757	16578.1	0	0
h1SMcT0022653.1	7978	7799.07	0.00125183	3.10155e-05
h1SMnT0034904.1	2408	2229.07	0	0
h1SMcT0022643.1	1273	1094.07	72.1422	12.7415
h1SMcT0022644.1	746	567.183	1	0.340684
h1SMcT0022645.1	752	573.183	0	0
h1SMcT0022646.1	812	633.139	0.290735	0.0887306
h1SMcT0022878.1	3135	2956.07	0	0
h1SMnT0035197.1	681	502.222	3	1.15425
h1SMcT0022879.1	645	466.259	0	0
h1SMcT0022880.1	1003	824.069	21.946	5.14598
h1SMnT0035198.1	3014	2835.07	19	1.29499
h1SMcT0022974.1	15547	15368.1	141.818	1.78315
h1SMnT0035321.1	630	451.259	0	0
h1SMnT0035305.1	1121	942.069	1141.87	234.211
h1SMnT0035306.1	1778	1599.07	489.782	59.1849
h1SMnT0035307.1	531	352.589	0	0
h1SMnT0035308.1	1309	1130.07	284.666	48.675
h1SMnT0035309.1	1106	927.069	0	0
h1SMnT0035310.1	1917	1738.07	277.326	30.8318
h1SMnT0035311.1	1033	854.069	0.000294958	6.67332e-05
h1SMnT0035312.1	3291	3112.07	0	0
h1SMnT0035313.1	363	188.375	80.2551	82.3234
h1SMnT0035314.1	3292	3113.07	0	0
h1SMnT0035315.1	1694	1515.07	4.46296e-07	5.69201e-08
h1SMnT0035316.1	2161	1982.07	0	0
h1SMcT0022894.1	1956	1777.07	55.0908	5.99032
h1SMnT0035285.1	673	494.247	0	0
h1SMnT0035286.1	153	23.429	0	0
h1SMnT0035287.1	556	377.444	0	0
h1SMnT0035288.1	558	379.434	0	0
h1SMnT0035289.4	2122	1943.07	3.83865	0.381738
h1SMcT0022955.1	8642	8463.07	8.43153	0.19251
h1SMcT0023031.1	565	386.396	0	0
h1SMnT0035406.1	1639	1460.07	0	0
h1SMcT0023032.1	1505	1326.07	50.4898	7.3572
h1SMnT0035407.1	2457	2278.07	1.43256	0.121512
h1SMcT0022953.1	2474	2295.07	0	0
h1SMcT0022996.1	3781	3602.07	12.7135	0.682007
h1SMcT0022890.1	1269	1090.07	0	0
h1SMnT0035209.1	395	218.943	0	0
